destport,protocol,tag
0,tp++,tag6
18,udplite,tag3
7,pgm,tag7
16,i-nlsp,tag6
7,cbt,tag10
19,rohc,tag9
17,egp,tag9
19,ipv6-route,tag2
12,cpnx,tag3
6,sm (deprecated),tag3
12,scps,tag9
14,vmtp,tag10
10,rohc,tag9
3,argus (deprecated),tag1
11,micp (deprecated),tag5
17,mfe-nsp,tag7
14,ipcv,tag1
5,ipv6-route,tag1
4,wesp,tag3
3,min-ipv4,tag6
15,wesp,tag2
0,bna,tag3
2,ifmp,tag3
9,udp,tag2
12,bna,tag10
11,ipv6-frag,tag9
2,xtp,tag8
2,swipe (deprecated),tag6
10,crudp,tag8
5,iso-tp4,tag4
0,cbt,tag5
19,iatp,tag8
5,ospfigp,tag2
2,tp++,tag5
15,rsvp,tag5
4,leaf-1,tag6
9,dsr,tag10
9,fire,tag6
19,cftp,tag2
13,pvp,tag4
9,secure-vmtp,tag9
19,dcn-meas,tag1
8,secure-vmtp,tag3
3,encap,tag8
6,xnet,tag6
10,dccp,tag10
4,merit-inp,tag3
11,smp,tag1
1,scc-sp,tag1
15,emcon,tag5
2,tp++,tag4
1,vrrp,tag8
12,rsvp,tag1
18,ipv6-opts,tag6
12,sm (deprecated),tag10
5,ethernet,tag2
12,st,tag8
12,cbt,tag2
3,srp,tag2
7,tp++,tag8
14,min-ipv4,tag4
0,mfe-nsp,tag4
12,leaf-1,tag5
14,vines,tag6
8,rvd,tag1
18,uti,tag4
13,esp,tag9
0,tp++,tag9
3,iptm,tag2
19,leaf-2,tag3
17,trunk-1,tag4
8,dgp,tag2
9,sctp,tag3
15,ippc,tag9
4,wesp,tag8
0,dccp,tag4
8,il,tag3
15,sat-expak,tag8
5,ipx-in-ip,tag10
18,br-sat-mon,tag6
1,ospfigp,tag10
5,ipv6-frag,tag7
8,pipe,tag2
12,aris,tag5
10,vmtp,tag5
19,trunk-1,tag1
5,compaq-peer,tag9
2,l2tp,tag10
13,il,tag1
7,sun-nd,tag8
17,secure-vmtp,tag10
4,vrrp,tag10
16,nsfnet-igp,tag10
6,ipv4,tag2
3,idpr,tag9
18,ospfigp,tag10
5,min-ipv4,tag1
9,micp (deprecated),tag9
3,crudp,tag4
2,pvp,tag8
18,prm,tag1
19,kryptolan,tag6
18,udp,tag5
19,mobility header,tag4
19,xnet,tag3
16,srp,tag4
1,wsn,tag2
7,3pc,tag5
0,wb-expak,tag3
9,narp,tag6
3,vines,tag1
15,ipv6-opts,tag6
1,vmtp,tag9
9,merit-inp,tag2
2,pgm,tag9
11,pvp,tag1
0,pvp,tag9
2,pim,tag4
5,sps,tag1
0,udplite,tag9
16,uti,tag6
1,min-ipv4,tag8
13,prm,tag1
9,l2tp,tag5
17,nsh,tag10
13,larp,tag3
16,ethernet,tag8
11,hopopt,tag6
13,encap,tag1
18,aggfrag,tag1
3,mux,tag2
16,cbt,tag4
9,ggp,tag2
11,ethernet,tag7
9,udplite,tag7
15,bbn-rcc-mon,tag8
15,il,tag2
3,fc,tag3
5,trunk-2,tag2
19,bna,tag8
3,ethernet,tag7
3,min-ipv4,tag3
0,bbn-rcc-mon,tag7
4,eigrp,tag9
5,isis over ipv4,tag3
1,iatp,tag10
19,secure-vmtp,tag9
6,3pc,tag1
2,wsn,tag6
10,iso-tp4,tag6
0,ipcomp,tag5
5,skip,tag6
4,dgp,tag6
11,shim6,tag8
1,wb-expak,tag3
16,iso-tp4,tag3
8,idpr,tag1
17,ipv6-icmp,tag5
1,br-sat-mon,tag1
5,dccp,tag10
6,ipcomp,tag8
16,esp,tag4
10,sps,tag3
3,tcp,tag3
16,micp (deprecated),tag7
6,srp,tag9
11,vines,tag5
7,br-sat-mon,tag6
3,nsh,tag1
13,ipv6-frag,tag9
4,wb-mon,tag10
11,hip,tag6
2,uti,tag2
18,mux,tag5
10,iptm,tag1
13,wesp,tag3
6,fc,tag10
8,iso-tp4,tag10
9,ptp,tag6
9,narp,tag10
16,aris,tag9
8,secure-vmtp,tag10
19,rsvp-e2e-ignore,tag3
18,crtp,tag10
12,wsn,tag3
11,ipv6,tag5
17,ptp,tag10
2,wb-expak,tag8
4,ipv6-icmp,tag6
10,ipcomp,tag1
2,vines,tag6
7,nvp-ii,tag1
10,iptm,tag7
4,fc,tag8
11,fire,tag10
10,wb-mon,tag8
0,rsvp-e2e-ignore,tag3
5,dsr,tag2
14,ax.25,tag2
6,cftp,tag2
12,ipv6-route,tag5
6,rsvp-e2e-ignore,tag10
5,ethernet,tag10
17,dgp,tag7
11,idpr,tag6
16,ggp,tag5
13,kryptolan,tag2
10,sps,tag5
17,idpr,tag1
8,gre,tag7
17,rsvp,tag10
14,ifmp,tag2
7,uti,tag6
16,ospfigp,tag7
13,skip,tag6
2,mux,tag4
4,secure-vmtp,tag9
16,merit-inp,tag10
8,wb-expak,tag5
15,argus (deprecated),tag7
10,iso-ip,tag1
17,ddx,tag9
2,iso-tp4,tag10
12,ah,tag1
0,visa,tag9
14,narp,tag7
2,prm,tag3
9,wesp,tag6
3,vrrp,tag8
18,tcp,tag9
15,mfe-nsp,tag3
3,i-nlsp,tag9
12,shim6,tag1
7,esp,tag9
16,idrp,tag3
9,ptp,tag2
5,mfe-nsp,tag8
15,mux,tag2
4,br-sat-mon,tag8
0,tcp,tag2
18,leaf-2,tag1
6,vmtp,tag10
13,rsvp-e2e-ignore,tag9
2,nsfnet-igp,tag6
18,ipcv,tag8
8,bna,tag5
12,cftp,tag6
10,rvd,tag4
10,bna,tag5
11,prm,tag4
5,hopopt,tag8
3,netblt,tag5
10,egp,tag10
0,igmp,tag3
13,a/n,tag5
8,iatp,tag5
12,fc,tag4
14,ipv6-nonxt,tag10
8,secure-vmtp,tag2
14,dgp,tag3
14,bbn-rcc-mon,tag2
12,ipv6-frag,tag9
19,manet,tag6
4,ddp,tag9
3,sdrp,tag1
19,rsvp,tag5
11,wsn,tag10
14,iso-tp4,tag2
5,il,tag2
16,esp,tag6
1,gmtp,tag6
19,sdrp,tag3
11,mux,tag4
14,emcon,tag5
1,sat-expak,tag7
10,encap,tag8
6,a/n,tag8
7,smp,tag2
16,scc-sp,tag8
17,pipe,tag10
11,vines,tag7
13,cbt,tag7
15,ipcv,tag8
8,manet,tag1
5,visa,tag4
6,uti,tag10
9,cbt,tag7
12,rvd,tag10
0,gre,tag8
0,tcp,tag10
15,sun-nd,tag6
17,fire,tag4
10,visa,tag4
8,iplt,tag4
18,ippc,tag2
16,ah,tag1
5,prm,tag1
1,sscopmce,tag8
4,a/n,tag3
7,tcf,tag5
11,xtp,tag8
14,emcon,tag10
17,isis over ipv4,tag3
16,ipv6-nonxt,tag1
2,skip,tag4
17,smp,tag4
2,rohc,tag5
8,hmp,tag7
7,dgp,tag2
5,cbt,tag5
9,mfe-nsp,tag10
7,pvp,tag7
0,leaf-1,tag9
2,udplite,tag3
0,swipe (deprecated),tag1
0,tlsp,tag7
19,sprite-rpc,tag10
4,il,tag4
11,scc-sp,tag10
16,eigrp,tag1
11,ddp,tag4
6,nsh,tag3
0,ipv6,tag6
9,smp,tag1
18,uti,tag9
2,ospfigp,tag5
4,rsvp-e2e-ignore,tag2
3,trunk-1,tag1
12,min-ipv4,tag5
0,trunk-1,tag2
0,encap,tag7
7,bbn-rcc-mon,tag5
10,etherip,tag1
19,prm,tag8
19,tp++,tag1
12,sprite-rpc,tag4
1,cpnx,tag9
3,netblt,tag9
5,eigrp,tag2
7,eigrp,tag3
14,xtp,tag3
2,ospfigp,tag7
8,hmp,tag4
13,hip,tag5
7,ipv6-frag,tag6
15,iso-ip,tag1
13,st,tag6
19,iatp,tag7
15,pim,tag7
16,hopopt,tag8
16,ddx,tag9
11,idpr,tag2
18,prm,tag4
3,tlsp,tag9
15,etherip,tag10
10,pim,tag9
10,leaf-2,tag10
9,ipip,tag1
19,crudp,tag1
18,leaf-2,tag8
19,vines,tag8
1,rdp,tag6
5,iso-ip,tag9
6,sprite-rpc,tag8
14,netblt,tag2
6,sdrp,tag9
18,skip,tag7
6,nvp-ii,tag4
10,st,tag10
17,pvp,tag5
0,snp,tag5
13,smp,tag8
12,dgp,tag6
13,nvp-ii,tag10
9,prm,tag10
12,sm (deprecated),tag2
3,gre,tag5
19,min-ipv4,tag3
0,cbt,tag1
2,etherip,tag10
13,cbt,tag5
9,irtp,tag7
11,wb-expak,tag8
4,sat-expak,tag5
8,vines,tag5
4,pgm,tag1
14,iplt,tag4
2,rvd,tag5
16,crudp,tag4
15,iso-ip,tag5
9,sun-nd,tag7
17,cbt,tag6
0,dcn-meas,tag5
4,mobility header,tag6
18,min-ipv4,tag7
2,scc-sp,tag6
17,st,tag4
0,scps,tag5
11,pvp,tag2
12,pup,tag6
15,sctp,tag4
14,wb-expak,tag10
11,rohc,tag3
12,crtp,tag4
14,ggp,tag6
1,sprite-rpc,tag5
4,wb-mon,tag5
18,swipe (deprecated),tag4
17,wb-mon,tag7
3,ggp,tag4
0,hmp,tag7
14,dcn-meas,tag7
14,iptm,tag8
10,idpr,tag1
0,rdp,tag4
5,ggp,tag9
1,ptp,tag6
0,idrp,tag1
10,vines,tag7
7,min-ipv4,tag10
4,ipv6-route,tag2
5,ospfigp,tag9
4,mtp,tag3
8,iatp,tag2
0,ifmp,tag3
17,srp,tag6
16,esp,tag2
17,iatp,tag7
1,sun-nd,tag6
10,idpr,tag10
17,uti,tag8
4,sscopmce,tag5
10,hmp,tag7
0,tcp,tag1
19,merit-inp,tag7
7,icmp,tag9
3,ipv6-frag,tag7
17,iso-ip,tag1
3,aggfrag,tag4
2,sdrp,tag9
11,ipv6,tag7
1,tp++,tag1
18,swipe (deprecated),tag3
0,ipx-in-ip,tag4
9,irtp,tag10
10,ipv4,tag9
3,uti,tag5
14,ipip,tag1
1,dcn-meas,tag7
12,rdp,tag2
3,ipv4,tag9
8,dcn-meas,tag5
0,larp,tag9
12,igp,tag8
13,chaos,tag9
4,hopopt,tag6
11,a/n,tag2
17,rsvp,tag3
7,ipcv,tag10
5,ipv6-icmp,tag2
17,chaos,tag8
1,tp++,tag10
14,scps,tag8
11,argus (deprecated),tag3
17,micp (deprecated),tag7
10,argus (deprecated),tag6
18,ipcomp,tag4
3,nvp-ii,tag1
3,idpr,tag7
19,xns-idp,tag7
11,ddp,tag1
6,iso-ip,tag9
18,ipv6-icmp,tag9
17,ippc,tag9
17,aris,tag9
7,udplite,tag9
9,rdp,tag6
6,ptp,tag9
13,swipe (deprecated),tag6
4,icmp,tag7
18,aggfrag,tag7
5,leaf-2,tag5
13,iptm,tag5
19,nsfnet-igp,tag9
19,ipv4,tag4
13,min-ipv4,tag1
0,mtp,tag6
1,crtp,tag5
6,aggfrag,tag2
10,srp,tag5
19,sps,tag10
15,encap,tag9
2,cpnx,tag2
14,argus (deprecated),tag10
3,ggp,tag9
9,ipv6-icmp,tag4
12,leaf-2,tag5
8,wsn,tag9
13,rsvp-e2e-ignore,tag3
9,hip,tag10
4,vines,tag7
14,iptm,tag6
17,leaf-1,tag7
17,xnet,tag5
9,xtp,tag8
14,skip,tag6
16,fc,tag10
16,iptm,tag2
18,eigrp,tag7
3,leaf-2,tag8
3,l2tp,tag2
13,etherip,tag10
0,trunk-1,tag8
10,snp,tag8
8,secure-vmtp,tag9
1,sdrp,tag6
19,bna,tag1
1,pvp,tag8
6,trunk-1,tag8
3,iatp,tag7
7,cphb,tag3
13,netblt,tag7
6,wsn,tag9
1,vines,tag7
7,manet,tag8
15,udp,tag4
2,a/n,tag1
14,trunk-1,tag7
19,qnx,tag7
4,iptm,tag5
5,wb-expak,tag6
12,min-ipv4,tag9
8,chaos,tag3
14,tlsp,tag7
19,sps,tag5
13,iplt,tag1
16,sm (deprecated),tag1
3,sat-expak,tag5
19,etherip,tag5
18,mtp,tag4
19,micp (deprecated),tag10
18,netblt,tag8
11,vmtp,tag9
12,wb-expak,tag8
15,sun-nd,tag4
10,tcp,tag2
7,mpls-in-ip,tag10
4,ptp,tag5
15,tp++,tag6
0,snp,tag10
13,ptp,tag7
12,gmtp,tag3
9,ipv6-route,tag2
11,mpls-in-ip,tag6
8,tcp,tag5
7,ethernet,tag6
14,vines,tag8
4,idpr,tag2
0,vines,tag3
19,ifmp,tag6
16,netblt,tag5
8,ipv6,tag9
13,ipip,tag2
12,bna,tag6
9,wsn,tag1
9,scc-sp,tag3
1,ipv6-frag,tag7
15,xns-idp,tag9
5,isis over ipv4,tag7
1,argus (deprecated),tag3
6,ax.25,tag10
10,secure-vmtp,tag2
8,gmtp,tag5
7,iatp,tag4
6,esp,tag6
11,sps,tag8
6,wb-mon,tag9
12,leaf-1,tag8
3,manet,tag3
13,nvp-ii,tag8
17,xtp,tag6
8,udplite,tag10
1,visa,tag1
4,etherip,tag8
15,ipv6-route,tag1
17,wb-mon,tag6
7,cphb,tag6
16,idpr-cmtp,tag9
11,qnx,tag6
3,aggfrag,tag5
14,br-sat-mon,tag1
3,qnx,tag1
2,ipcomp,tag7
7,wb-mon,tag5
4,esp,tag5
13,snp,tag6
10,scps,tag2
1,fc,tag8
7,sat-mon,tag10
9,gmtp,tag10
19,ipv6-opts,tag8
4,tlsp,tag6
10,udplite,tag2
12,visa,tag7
8,isis over ipv4,tag5
10,udp,tag3
4,qnx,tag4
12,br-sat-mon,tag10
12,ipcomp,tag2
7,dccp,tag8
4,hip,tag6
17,sm (deprecated),tag7
3,wb-mon,tag6
1,tlsp,tag8
0,crudp,tag3
8,leaf-2,tag8
16,leaf-2,tag6
7,iso-tp4,tag8
19,smp,tag7
7,nsh,tag10
2,rsvp,tag8
18,shim6,tag5
0,3pc,tag7
18,iatp,tag4
2,mtp,tag8
17,ah,tag3
13,rvd,tag5
14,fc,tag5
16,tcp,tag8
16,ah,tag10
6,ipip,tag1
10,pvp,tag10
16,dccp,tag8
0,nsfnet-igp,tag8
4,rsvp-e2e-ignore,tag10
14,st,tag8
11,bna,tag1
13,dcn-meas,tag8
8,sscopmce,tag1
9,chaos,tag1
4,tcp,tag7
11,hip,tag7
11,hopopt,tag5
14,rohc,tag6
7,scps,tag2
14,icmp,tag6
11,iso-ip,tag1
8,ddp,tag9
1,pvp,tag3
14,ethernet,tag6
15,netblt,tag7
13,eigrp,tag3
10,sun-nd,tag8
4,ipcv,tag10
17,visa,tag8
7,tlsp,tag9
9,igmp,tag8
16,narp,tag8
10,larp,tag3
12,ipv6-opts,tag10
1,prm,tag4
3,udplite,tag8
13,ipv6-route,tag7
2,micp (deprecated),tag2
4,gre,tag8
12,ipcomp,tag7
17,prm,tag7
2,chaos,tag3
13,aris,tag8
2,ethernet,tag1
15,dccp,tag3
3,merit-inp,tag2
0,ah,tag10
5,cbt,tag10
7,dcn-meas,tag6
13,igmp,tag2
9,manet,tag10
11,xnet,tag9
17,dsr,tag9
10,leaf-2,tag9
1,rvd,tag2
17,mux,tag5
10,emcon,tag5
9,icmp,tag10
10,mpls-in-ip,tag10
15,aris,tag7
7,cpnx,tag8
8,dsr,tag8
1,fire,tag3
11,ggp,tag6
18,pim,tag6
16,wesp,tag9
18,pup,tag7
17,ipv4,tag9
12,ipv6-route,tag3
18,dcn-meas,tag6
4,emcon,tag2
0,ipv6-opts,tag8
16,fire,tag1
19,ipv6-frag,tag6
16,st,tag4
18,scc-sp,tag8
3,hopopt,tag8
11,br-sat-mon,tag6
18,rvd,tag9
11,ipv6-frag,tag1
18,rohc,tag9
18,ax.25,tag9
4,cpnx,tag6
0,ipx-in-ip,tag7
14,dgp,tag10
8,ipv6-route,tag4
8,eigrp,tag8
7,ipcv,tag5
19,ippc,tag9
6,iptm,tag8
18,etherip,tag7
13,cftp,tag9
5,eigrp,tag8
0,ipcv,tag6
12,ipv6-icmp,tag7
18,mobility header,tag9
3,leaf-2,tag9
12,etherip,tag2
1,tcf,tag4
8,isis over ipv4,tag7
19,stp,tag5
17,fire,tag6
4,pup,tag2
5,ipv6-opts,tag6
4,iso-ip,tag3
15,iso-ip,tag6
4,dgp,tag7
6,emcon,tag4
5,nsh,tag3
8,gmtp,tag1
4,argus (deprecated),tag9
13,rsvp,tag5
4,crudp,tag3
4,udplite,tag6
19,dccp,tag3
6,rohc,tag4
1,ipv4,tag4
16,encap,tag2
14,iso-tp4,tag5
8,idrp,tag7
12,il,tag9
2,smp,tag6
18,xtp,tag10
13,ipv6-icmp,tag3
19,aris,tag1
5,sprite-rpc,tag3
2,esp,tag10
17,wsn,tag8
18,etherip,tag3
7,trunk-2,tag9
10,ifmp,tag6
5,pvp,tag10
12,xns-idp,tag9
15,ipip,tag4
10,ipv6-nonxt,tag10
5,narp,tag5
17,a/n,tag2
19,ifmp,tag10
12,esp,tag8
15,swipe (deprecated),tag7
15,nsfnet-igp,tag3
3,manet,tag4
12,idpr-cmtp,tag1
2,compaq-peer,tag3
1,st,tag10
14,a/n,tag9
8,wesp,tag2
7,uti,tag5
8,igmp,tag3
1,visa,tag10
3,idrp,tag4
8,scps,tag4
11,udp,tag7
19,ipv6-opts,tag5
13,sat-mon,tag2
0,sctp,tag9
1,xnet,tag9
4,nsh,tag3
10,netblt,tag3
8,esp,tag2
10,i-nlsp,tag7
5,pim,tag5
7,udplite,tag6
17,argus (deprecated),tag3
12,rohc,tag1
1,min-ipv4,tag4
11,i-nlsp,tag2
13,sdrp,tag2
6,ipv6-icmp,tag5
18,ggp,tag3
13,iplt,tag9
0,visa,tag2
9,pim,tag7
15,shim6,tag8
10,swipe (deprecated),tag5
0,min-ipv4,tag9
5,br-sat-mon,tag8
7,leaf-1,tag3
2,sat-mon,tag2
16,ifmp,tag8
13,ddx,tag4
14,kryptolan,tag10
17,rohc,tag3
16,xtp,tag10
17,nsh,tag6
13,leaf-2,tag1
18,gre,tag2
17,tcf,tag1
6,tlsp,tag1
10,ipv4,tag3
7,idpr-cmtp,tag10
10,nsfnet-igp,tag6
10,larp,tag1
17,iatp,tag10
18,etherip,tag8
4,qnx,tag7
6,vmtp,tag6
2,trunk-2,tag7
6,nsh,tag7
2,mux,tag9
1,idrp,tag6
2,srp,tag2
17,tcf,tag7
0,pnni,tag10
9,smp,tag3
7,srp,tag7
8,argus (deprecated),tag3
11,ddp,tag9
6,nsfnet-igp,tag2
5,tp++,tag4
5,scps,tag6
15,crudp,tag1
13,ah,tag5
18,cftp,tag8
8,br-sat-mon,tag9
5,mobility header,tag2
9,micp (deprecated),tag8
18,nsfnet-igp,tag5
3,sscopmce,tag2
16,hopopt,tag5
1,wb-mon,tag5
6,bna,tag2
7,uti,tag7
14,ipv6-opts,tag2
11,rdp,tag3
5,isis over ipv4,tag9
1,crudp,tag4
13,trunk-2,tag3
9,idpr-cmtp,tag7
5,3pc,tag5
12,micp (deprecated),tag8
11,dccp,tag6
17,larp,tag4
3,merit-inp,tag8
3,bbn-rcc-mon,tag10
8,chaos,tag1
15,prm,tag2
13,idrp,tag1
1,ipv6-icmp,tag3
15,narp,tag5
10,mobility header,tag10
13,ddx,tag2
11,sat-expak,tag8
9,esp,tag3
7,igp,tag6
16,emcon,tag2
11,hmp,tag4
9,dsr,tag1
9,secure-vmtp,tag7
4,ipx-in-ip,tag9
14,ipv6-frag,tag4
5,sun-nd,tag8
3,shim6,tag4
8,aris,tag4
2,iso-ip,tag8
11,cftp,tag10
19,netblt,tag3
16,cphb,tag9
1,ipip,tag3
4,crudp,tag8
9,ipv6-route,tag1
7,mux,tag2
16,ah,tag8
9,xns-idp,tag9
2,smp,tag9
6,argus (deprecated),tag1
10,kryptolan,tag10
0,gmtp,tag1
15,prm,tag4
5,cftp,tag4
8,pvp,tag3
13,prm,tag9
2,secure-vmtp,tag3
2,ifmp,tag1
3,st,tag5
8,irtp,tag9
2,dccp,tag10
3,wesp,tag5
17,br-sat-mon,tag5
8,skip,tag2
10,cphb,tag5
6,sat-expak,tag9
17,eigrp,tag4
13,igmp,tag3
18,chaos,tag5
19,narp,tag9
5,udplite,tag2
5,a/n,tag10
14,leaf-1,tag9
14,leaf-1,tag1
5,srp,tag5
12,bbn-rcc-mon,tag8
14,merit-inp,tag5
14,pgm,tag1
11,ospfigp,tag8
3,crudp,tag8
10,sat-expak,tag3
19,sm (deprecated),tag6
6,sprite-rpc,tag5
15,iplt,tag2
5,rsvp,tag6
19,pup,tag5
14,aris,tag2
13,hmp,tag3
8,ggp,tag2
4,hmp,tag9
1,igmp,tag9
19,dccp,tag5
4,micp (deprecated),tag5
4,irtp,tag9
4,nsh,tag8
11,mux,tag9
7,micp (deprecated),tag5
2,hmp,tag2
5,iatp,tag10
13,idpr,tag6
8,sprite-rpc,tag7
14,iptm,tag1
0,igp,tag9
15,stp,tag10
6,ipv6-route,tag7
12,tlsp,tag1
1,esp,tag2
1,ipv6-nonxt,tag9
9,ipv6-route,tag8
0,argus (deprecated),tag7
11,pnni,tag4
10,vines,tag4
6,ggp,tag8
10,ah,tag6
12,hip,tag4
18,ah,tag6
18,idrp,tag4
1,dccp,tag3
6,st,tag7
14,ipv6-route,tag3
9,kryptolan,tag9
3,gre,tag2
1,ipv4,tag6
8,larp,tag9
15,ippc,tag7
14,l2tp,tag1
10,vrrp,tag7
17,crtp,tag9
9,udplite,tag5
12,dccp,tag1
19,isis over ipv4,tag4
4,rdp,tag7
10,manet,tag5
9,pvp,tag7
2,cpnx,tag1
15,netblt,tag1
4,esp,tag4
11,netblt,tag2
3,ipv6-nonxt,tag5
3,hip,tag1
10,dccp,tag5
11,egp,tag5
9,pup,tag8
17,iso-ip,tag4
0,pvp,tag6
18,xnet,tag6
3,visa,tag9
2,mobility header,tag7
10,ipv6-route,tag3
8,udplite,tag5
15,nvp-ii,tag9
8,idpr-cmtp,tag10
18,sat-mon,tag5
19,icmp,tag8
10,leaf-1,tag3
10,stp,tag2
4,trunk-1,tag9
16,shim6,tag5
1,gre,tag5
19,hopopt,tag3
13,larp,tag1
0,min-ipv4,tag1
10,chaos,tag10
5,gre,tag2
15,visa,tag10
15,trunk-2,tag6
6,eigrp,tag1
9,udplite,tag10
1,ipv6-opts,tag1
0,ah,tag7
5,br-sat-mon,tag9
9,snp,tag10
19,visa,tag4
19,visa,tag2
2,wesp,tag10
5,vines,tag8
12,wesp,tag9
18,ippc,tag5
17,ipcomp,tag6
16,vines,tag8
13,cbt,tag4
8,min-ipv4,tag3
13,sat-expak,tag8
18,rohc,tag5
11,ggp,tag3
19,ipv4,tag7
6,nsh,tag4
3,egp,tag6
11,ipv6-icmp,tag10
15,iplt,tag6
8,i-nlsp,tag5
10,pim,tag7
0,sat-expak,tag2
14,sctp,tag7
2,aggfrag,tag1
0,iso-ip,tag1
8,nsfnet-igp,tag9
9,netblt,tag2
10,hopopt,tag2
2,sscopmce,tag5
7,tcf,tag7
8,xnet,tag6
7,sctp,tag2
2,pim,tag7
5,aggfrag,tag9
19,l2tp,tag6
17,eigrp,tag6
2,scps,tag3
0,cphb,tag10
2,iso-tp4,tag8
11,tcf,tag4
12,hopopt,tag1
4,kryptolan,tag2
14,tp++,tag9
9,ipcomp,tag5
11,ipv6-opts,tag1
4,mfe-nsp,tag5
11,merit-inp,tag5
2,leaf-2,tag1
13,igp,tag2
6,aggfrag,tag7
15,tp++,tag1
9,ax.25,tag2
14,micp (deprecated),tag10
12,dsr,tag5
6,skip,tag9
19,qnx,tag4
11,srp,tag4
2,skip,tag8
19,ippc,tag5
9,sdrp,tag9
6,rdp,tag1
3,scps,tag3
13,wb-expak,tag7
6,eigrp,tag6
12,a/n,tag9
13,iso-tp4,tag2
7,ipip,tag5
10,larp,tag5
9,vmtp,tag8
0,ddx,tag10
8,iso-ip,tag9
8,wb-mon,tag6
19,ospfigp,tag5
4,ax.25,tag1
15,prm,tag7
0,cpnx,tag8
19,xns-idp,tag4
0,pgm,tag2
16,ipip,tag10
19,xnet,tag6
0,wsn,tag6
19,qnx,tag6
9,mfe-nsp,tag5
16,vines,tag4
9,mux,tag9
14,ddx,tag8
2,cftp,tag3
17,rvd,tag8
0,qnx,tag1
3,mtp,tag1
8,kryptolan,tag6
17,sscopmce,tag5
11,sat-expak,tag6
15,mpls-in-ip,tag4
7,gre,tag8
7,compaq-peer,tag10
5,wesp,tag9
7,srp,tag10
10,fire,tag2
13,netblt,tag4
0,smp,tag7
6,pnni,tag9
16,xnet,tag2
15,idpr-cmtp,tag7
16,srp,tag10
3,narp,tag9
16,cpnx,tag1
12,ipv6-frag,tag2
18,sscopmce,tag9
7,dsr,tag10
19,ethernet,tag6
12,hmp,tag9
12,skip,tag1
6,idpr-cmtp,tag9
5,dgp,tag5
19,ddx,tag3
10,pup,tag9
6,mfe-nsp,tag5
11,i-nlsp,tag4
7,a/n,tag7
2,eigrp,tag9
15,ipcv,tag10
3,esp,tag2
11,a/n,tag3
12,nsh,tag7
18,ipcomp,tag3
15,stp,tag7
0,xtp,tag7
13,idpr-cmtp,tag4
15,st,tag9
9,rsvp,tag2
10,ipv6-frag,tag3
9,ippc,tag8
3,mux,tag3
14,rvd,tag7
17,swipe (deprecated),tag8
19,dccp,tag9
18,hopopt,tag8
15,pgm,tag3
4,igp,tag1
12,tcp,tag1
4,vmtp,tag1
15,ipv6-icmp,tag8
11,tlsp,tag4
2,secure-vmtp,tag10
5,cphb,tag10
4,rsvp,tag4
11,swipe (deprecated),tag2
1,icmp,tag8
6,scc-sp,tag10
7,ippc,tag7
19,ddp,tag2
6,leaf-1,tag7
15,mfe-nsp,tag9
10,tcp,tag7
0,swipe (deprecated),tag10
3,mux,tag7
15,wsn,tag9
16,snp,tag10
19,shim6,tag1
9,ipv6-nonxt,tag10
10,swipe (deprecated),tag3
13,smp,tag3
16,cphb,tag4
2,ptp,tag3
10,iplt,tag9
4,manet,tag6
13,ipv6-icmp,tag5
14,esp,tag5
3,emcon,tag9
7,wb-expak,tag1
6,sun-nd,tag9
10,idpr-cmtp,tag10
5,visa,tag1
0,shim6,tag4
3,br-sat-mon,tag2
8,emcon,tag8
6,cbt,tag3
1,sps,tag5
19,ipv6-icmp,tag5
18,iptm,tag3
16,uti,tag4
7,pup,tag1
9,tlsp,tag6
4,trunk-2,tag1
8,bna,tag8
18,chaos,tag3
9,tcf,tag3
16,gmtp,tag1
12,ipip,tag2
10,br-sat-mon,tag4
6,leaf-2,tag6
7,shim6,tag8
16,cftp,tag4
8,dgp,tag7
1,iptm,tag2
5,iptm,tag9
13,hip,tag10
13,irtp,tag7
9,udplite,tag2
15,ddx,tag5
2,ipv4,tag7
9,skip,tag2
11,nvp-ii,tag9
3,sctp,tag6
18,tcf,tag2
1,idpr,tag2
12,ah,tag7
1,smp,tag4
7,scps,tag1
5,rdp,tag4
9,iplt,tag2
7,trunk-1,tag9
9,netblt,tag8
13,tcp,tag9
4,srp,tag6
11,fc,tag10
12,ospfigp,tag1
11,gmtp,tag3
7,il,tag9
16,nvp-ii,tag1
17,hopopt,tag6
12,a/n,tag6
1,sdrp,tag10
15,ggp,tag6
19,ipv6,tag5
14,netblt,tag6
18,smp,tag1
6,ippc,tag8
7,udplite,tag4
3,rsvp-e2e-ignore,tag6
15,sctp,tag1
4,ipv6-route,tag3
1,skip,tag5
16,iptm,tag3
6,emcon,tag5
9,wsn,tag6
14,ggp,tag3
3,micp (deprecated),tag1
13,rsvp,tag9
2,isis over ipv4,tag3
14,ggp,tag4
8,egp,tag2
7,ethernet,tag2
5,fc,tag5
0,rsvp,tag4
7,dccp,tag1
16,tcf,tag10
4,ipx-in-ip,tag1
3,pnni,tag4
14,sps,tag4
17,nsfnet-igp,tag5
11,hip,tag2
5,ethernet,tag8
4,secure-vmtp,tag1
17,sscopmce,tag3
17,icmp,tag3
4,a/n,tag5
18,idrp,tag10
13,pim,tag4
14,xns-idp,tag9
13,ah,tag6
0,ddx,tag4
13,pnni,tag7
16,leaf-1,tag2
12,cpnx,tag1
10,ippc,tag6
16,rsvp,tag5
2,ipv4,tag2
