destport,protocol,tag
11,udp,tag3
0,netblt,tag8
1,ggp,tag3
18,trunk-1,tag9
15,scps,tag4
9,hmp,tag9
17,pipe,tag10
11,scps,tag7
16,igp,tag8
0,shim6,tag9
15,rsvp,tag9
4,isis over ipv4,tag4
3,ah,tag1
6,scps,tag2
14,sat-mon,tag8
5,xns-idp,tag1
17,nsh,tag6
5,hmp,tag1
14,ipv6-icmp,tag10
16,mtp,tag2
1,compaq-peer,tag3
12,ipv6-frag,tag1
2,ipv6-icmp,tag4
16,ggp,tag4
17,ddp,tag6
7,ddx,tag1
6,wsn,tag4
10,sun-nd,tag5
9,smp,tag1
16,ipv6-route,tag10
19,sprite-rpc,tag9
5,fc,tag2
9,ipx-in-ip,tag10
2,uti,tag8
1,nsh,tag3
9,aris,tag2
14,ippc,tag1
8,br-sat-mon,tag7
15,irtp,tag6
12,visa,tag9
13,cbt,tag7
5,ipx-in-ip,tag6
17,hmp,tag6
4,ptp,tag9
1,smp,tag2
16,dcn-meas,tag3
8,esp,tag3
15,bna,tag6
10,bbn-rcc-mon,tag10
18,ipv6-frag,tag5
4,fire,tag6
17,cphb,tag7
19,tcf,tag9
9,scc-sp,tag9
11,vines,tag3
15,micp (deprecated),tag2
8,hopopt,tag5
11,rsvp,tag9
18,nsfnet-igp,tag6
5,esp,tag7
3,wsn,tag8
8,pim,tag10
18,sdrp,tag2
12,rsvp,tag10
8,smp,tag2
16,srp,tag8
14,ddx,tag9
9,stp,tag9
12,ggp,tag2
3,igp,tag3
7,wesp,tag6
13,iso-tp4,tag5
13,mpls-in-ip,tag5
16,ipv6-frag,tag6
15,aris,tag3
0,dsr,tag2
0,mobility header,tag4
5,iso-ip,tag2
16,ipv6-icmp,tag2
7,hopopt,tag1
7,skip,tag4
0,iatp,tag5
8,ipip,tag3
14,nsh,tag9
16,rdp,tag7
16,pnni,tag6
11,iso-ip,tag2
10,scps,tag6
2,irtp,tag9
1,iso-tp4,tag10
8,leaf-1,tag6
11,encap,tag1
13,stp,tag4
15,pgm,tag3
1,dsr,tag7
15,rsvp-e2e-ignore,tag7
0,egp,tag4
3,hip,tag2
1,ipcomp,tag9
18,tlsp,tag7
4,prm,tag6
16,ipv4,tag6
3,igmp,tag10
19,ifmp,tag2
14,uti,tag1
11,ipv6-opts,tag1
0,ipv6-frag,tag5
18,eigrp,tag4
5,pipe,tag10
15,st,tag6
1,br-sat-mon,tag1
19,bbn-rcc-mon,tag4
13,narp,tag5
19,pup,tag2
3,hip,tag10
2,ipv6-frag,tag3
14,st,tag1
19,wb-mon,tag5
0,wb-expak,tag9
2,hmp,tag2
17,dsr,tag8
11,ipx-in-ip,tag9
0,ipv6-route,tag5
11,visa,tag8
16,rdp,tag3
14,visa,tag6
18,igp,tag1
5,br-sat-mon,tag9
4,rdp,tag9
13,gre,tag10
10,hopopt,tag10
12,fc,tag1
10,crudp,tag3
17,cphb,tag9
17,rsvp-e2e-ignore,tag10
3,xns-idp,tag8
17,wsn,tag1
19,kryptolan,tag7
16,st,tag1
12,sctp,tag4
2,scc-sp,tag2
4,dgp,tag4
0,sps,tag4
16,rohc,tag4
7,iatp,tag6
12,hmp,tag9
4,nsh,tag4
3,hmp,tag3
19,emcon,tag8
7,chaos,tag1
2,wb-expak,tag3
8,leaf-2,tag2
12,manet,tag7
2,iplt,tag2
3,ipv6-frag,tag7
10,leaf-2,tag1
16,srp,tag3
2,sat-expak,tag2
18,scc-sp,tag10
4,min-ipv4,tag10
0,etherip,tag3
17,idpr-cmtp,tag3
8,iatp,tag9
19,iptm,tag9
4,eigrp,tag3
4,esp,tag8
1,ddx,tag1
2,ax.25,tag7
11,i-nlsp,tag2
6,ipx-in-ip,tag4
13,argus (deprecated),tag10
16,hopopt,tag3
12,iatp,tag1
9,irtp,tag4
12,sm (deprecated),tag5
9,ipcomp,tag1
18,trunk-1,tag3
2,tcp,tag2
17,pim,tag7
10,3pc,tag9
5,mpls-in-ip,tag1
7,fire,tag7
14,ipcomp,tag9
19,nsh,tag10
9,idpr-cmtp,tag9
1,l2tp,tag4
5,snp,tag8
13,ah,tag3
4,encap,tag2
8,gmtp,tag4
7,egp,tag7
6,ipv4,tag4
10,kryptolan,tag7
2,ddx,tag8
10,ddx,tag4
12,cphb,tag7
9,nsfnet-igp,tag4
2,bna,tag3
17,egp,tag9
7,iatp,tag3
12,esp,tag1
4,scc-sp,tag9
2,i-nlsp,tag10
3,dsr,tag5
14,aris,tag1
6,3pc,tag8
1,i-nlsp,tag10
5,ddx,tag5
15,nsh,tag5
19,iso-ip,tag2
15,pnni,tag1
8,fire,tag5
4,kryptolan,tag1
19,idrp,tag8
6,pim,tag3
11,visa,tag5
17,il,tag7
9,leaf-1,tag4
3,crudp,tag6
19,micp (deprecated),tag9
5,chaos,tag7
2,hip,tag9
16,dsr,tag10
5,emcon,tag1
8,prm,tag1
18,nsfnet-igp,tag3
8,gre,tag1
0,rsvp,tag1
4,sat-expak,tag3
19,prm,tag5
1,srp,tag9
7,gmtp,tag6
1,st,tag10
16,secure-vmtp,tag1
18,tp++,tag6
12,sscopmce,tag1
3,trunk-2,tag3
2,cpnx,tag2
17,wesp,tag5
15,netblt,tag3
5,tcp,tag10
12,manet,tag5
0,irtp,tag7
15,ipv4,tag10
2,irtp,tag10
5,skip,tag6
7,br-sat-mon,tag6
16,emcon,tag8
10,iso-ip,tag7
13,dccp,tag7
19,wesp,tag7
14,prm,tag9
4,encap,tag8
3,eigrp,tag3
2,argus (deprecated),tag8
8,ax.25,tag10
17,compaq-peer,tag4
11,sm (deprecated),tag10
16,esp,tag8
1,aggfrag,tag8
19,merit-inp,tag7
1,wsn,tag4
16,icmp,tag5
15,uti,tag5
12,scc-sp,tag10
2,narp,tag5
7,igmp,tag3
7,ippc,tag6
15,ggp,tag4
17,visa,tag8
9,vines,tag5
0,br-sat-mon,tag5
8,ipv6-frag,tag4
7,micp (deprecated),tag3
15,pup,tag2
7,smp,tag3
9,scc-sp,tag1
1,aggfrag,tag5
14,dsr,tag10
17,esp,tag4
18,dccp,tag6
11,emcon,tag1
8,pgm,tag1
13,xnet,tag4
16,ippc,tag8
5,hip,tag4
15,wesp,tag6
1,sun-nd,tag6
9,wsn,tag3
13,i-nlsp,tag10
0,crtp,tag4
0,ipv6,tag4
0,cpnx,tag8
3,rsvp,tag3
4,larp,tag1
7,etherip,tag9
6,mtp,tag8
7,esp,tag3
13,mobility header,tag2
2,icmp,tag5
12,sm (deprecated),tag4
17,nvp-ii,tag4
10,sps,tag10
4,cbt,tag7
12,nvp-ii,tag1
11,tp++,tag3
2,ipv6-nonxt,tag3
7,vrrp,tag2
7,manet,tag3
7,cbt,tag1
18,scc-sp,tag6
2,narp,tag1
17,iplt,tag9
19,visa,tag2
10,tlsp,tag10
14,leaf-1,tag5
10,pim,tag8
18,tlsp,tag8
19,xns-idp,tag9
17,min-ipv4,tag1
0,pvp,tag5
16,tlsp,tag8
0,ggp,tag2
10,st,tag3
13,secure-vmtp,tag10
16,wesp,tag9
15,compaq-peer,tag7
8,argus (deprecated),tag9
5,visa,tag1
18,ethernet,tag9
11,rsvp-e2e-ignore,tag3
2,visa,tag8
19,3pc,tag9
3,pim,tag3
17,min-ipv4,tag9
2,wb-mon,tag5
19,irtp,tag10
11,rvd,tag4
14,br-sat-mon,tag9
16,ipcv,tag3
6,vines,tag2
6,ipv6-frag,tag4
12,rvd,tag9
3,snp,tag5
9,rsvp,tag4
17,ipv6-nonxt,tag8
9,visa,tag10
19,netblt,tag2
17,sscopmce,tag7
4,tp++,tag1
6,hip,tag2
18,fire,tag1
0,dsr,tag9
12,visa,tag3
13,dccp,tag6
15,leaf-1,tag9
2,iso-tp4,tag10
19,mfe-nsp,tag5
14,trunk-1,tag8
15,leaf-2,tag1
0,mtp,tag4
18,st,tag1
17,wb-expak,tag6
9,tcp,tag7
9,trunk-1,tag7
17,manet,tag9
2,udp,tag7
18,idpr-cmtp,tag3
5,ipv6-route,tag3
9,ospfigp,tag1
10,il,tag10
15,rsvp,tag2
12,sat-expak,tag8
0,iso-ip,tag1
18,pnni,tag10
16,rohc,tag7
8,scps,tag7
14,ggp,tag2
8,compaq-peer,tag7
0,chaos,tag9
18,ah,tag3
13,cbt,tag9
13,mux,tag7
6,ax.25,tag10
1,sps,tag5
3,ipv6-route,tag4
9,snp,tag9
2,ifmp,tag2
1,idpr-cmtp,tag9
18,vines,tag10
8,i-nlsp,tag2
8,ipv6-frag,tag2
12,i-nlsp,tag1
8,larp,tag3
12,qnx,tag1
11,ipv6-frag,tag9
4,ipv6-opts,tag5
8,br-sat-mon,tag9
8,rsvp,tag2
0,iatp,tag6
13,pipe,tag10
8,snp,tag6
16,ddx,tag10
1,prm,tag3
15,skip,tag4
4,etherip,tag5
6,crtp,tag5
19,esp,tag4
10,aggfrag,tag10
2,sm (deprecated),tag9
5,leaf-1,tag8
4,argus (deprecated),tag3
1,idpr,tag2
2,ethernet,tag10
13,tlsp,tag2
1,igmp,tag5
17,st,tag5
18,hip,tag4
13,ethernet,tag6
9,ddp,tag5
15,chaos,tag5
4,sctp,tag9
15,ggp,tag9
19,rohc,tag8
12,gmtp,tag7
16,iso-ip,tag10
15,sat-expak,tag9
18,ah,tag7
8,mobility header,tag6
0,merit-inp,tag2
15,kryptolan,tag2
13,idrp,tag5
18,ipv6-opts,tag5
13,encap,tag2
6,l2tp,tag10
2,sscopmce,tag2
0,sdrp,tag8
0,trunk-1,tag8
5,vmtp,tag6
2,isis over ipv4,tag2
2,snp,tag5
8,dsr,tag8
0,dsr,tag3
17,ipv6-route,tag7
12,tcf,tag3
13,rvd,tag8
14,pvp,tag4
4,iso-ip,tag6
13,cpnx,tag2
4,rsvp-e2e-ignore,tag5
18,hmp,tag6
14,ipv6-icmp,tag6
2,crudp,tag2
15,rsvp-e2e-ignore,tag2
13,sun-nd,tag5
13,mux,tag6
16,tp++,tag8
12,srp,tag8
15,l2tp,tag5
1,pim,tag7
6,wb-mon,tag8
11,ddx,tag7
2,l2tp,tag10
14,visa,tag3
11,manet,tag5
17,udplite,tag10
19,nsfnet-igp,tag6
0,ipv6-icmp,tag9
16,udp,tag9
16,wb-mon,tag6
3,rohc,tag9
9,mtp,tag8
4,ipip,tag7
12,igp,tag6
6,br-sat-mon,tag2
4,vines,tag7
13,mpls-in-ip,tag6
13,sat-mon,tag1
9,idpr,tag1
2,sm (deprecated),tag5
1,iatp,tag5
9,scps,tag4
13,egp,tag3
0,rvd,tag5
7,manet,tag5
3,stp,tag6
13,xnet,tag7
12,kryptolan,tag6
4,ipv6-opts,tag3
9,iso-tp4,tag4
7,pipe,tag5
6,netblt,tag5
0,min-ipv4,tag3
3,wesp,tag8
17,icmp,tag9
19,ipv6,tag4
18,ddp,tag1
1,nvp-ii,tag3
10,ptp,tag6
1,ipv6-frag,tag5
1,vrrp,tag4
11,dccp,tag8
5,st,tag9
6,xnet,tag3
19,nsfnet-igp,tag5
14,ptp,tag6
13,icmp,tag7
15,idpr-cmtp,tag4
6,snp,tag3
1,ipip,tag2
8,cphb,tag10
12,xtp,tag2
1,ipcomp,tag7
2,scc-sp,tag4
6,larp,tag7
11,icmp,tag2
14,sprite-rpc,tag2
16,idpr,tag4
8,tcp,tag3
0,ipcomp,tag1
11,bna,tag3
9,igmp,tag6
17,uti,tag7
6,ipv6-frag,tag5
11,nvp-ii,tag10
3,micp (deprecated),tag3
6,dgp,tag8
4,eigrp,tag10
16,leaf-1,tag3
5,scps,tag5
19,rdp,tag9
3,ifmp,tag1
15,isis over ipv4,tag10
4,uti,tag5
2,chaos,tag6
6,wsn,tag5
0,scc-sp,tag3
0,compaq-peer,tag4
7,sscopmce,tag4
5,pvp,tag5
7,idpr-cmtp,tag1
19,iso-tp4,tag6
6,netblt,tag3
5,snp,tag2
5,sun-nd,tag5
7,wesp,tag1
19,dgp,tag5
13,crudp,tag6
15,st,tag9
12,ipv6-opts,tag4
18,prm,tag1
14,wesp,tag3
7,argus (deprecated),tag6
13,ethernet,tag8
2,sps,tag6
5,udp,tag10
10,scc-sp,tag1
1,a/n,tag9
11,cftp,tag5
4,xnet,tag4
9,irtp,tag2
2,ipx-in-ip,tag10
2,mfe-nsp,tag10
19,igp,tag1
12,ipx-in-ip,tag5
5,iso-tp4,tag3
19,tp++,tag7
16,cbt,tag7
19,igp,tag3
19,ospfigp,tag10
14,iatp,tag4
18,argus (deprecated),tag3
13,ipx-in-ip,tag10
7,sscopmce,tag6
11,3pc,tag9
14,crudp,tag9
12,ax.25,tag5
4,bbn-rcc-mon,tag6
12,pnni,tag9
19,sprite-rpc,tag7
10,il,tag2
5,l2tp,tag9
18,ax.25,tag5
19,st,tag4
12,cpnx,tag6
15,xns-idp,tag3
1,cbt,tag1
7,irtp,tag6
14,pup,tag3
15,crudp,tag7
18,3pc,tag8
2,hmp,tag1
0,egp,tag2
14,ipv6-frag,tag2
4,icmp,tag6
10,isis over ipv4,tag2
8,irtp,tag8
17,aris,tag6
17,dcn-meas,tag8
5,idrp,tag2
10,tlsp,tag9
13,esp,tag4
9,mux,tag4
9,pvp,tag7
17,skip,tag5
5,vmtp,tag5
14,ifmp,tag8
5,dgp,tag4
17,ipcomp,tag2
19,wesp,tag2
8,ax.25,tag8
11,mtp,tag7
8,dcn-meas,tag7
18,cphb,tag7
1,mpls-in-ip,tag5
18,cftp,tag1
1,sat-mon,tag8
10,chaos,tag10
0,nvp-ii,tag7
16,shim6,tag9
14,wsn,tag8
16,larp,tag7
9,rvd,tag1
8,a/n,tag8
10,skip,tag5
4,pnni,tag10
4,pipe,tag8
16,nsh,tag2
12,narp,tag5
7,udp,tag6
18,pgm,tag9
18,swipe (deprecated),tag6
0,trunk-2,tag5
15,prm,tag7
18,irtp,tag1
5,crtp,tag10
18,bbn-rcc-mon,tag7
16,encap,tag7
6,iso-ip,tag9
9,manet,tag2
16,smp,tag8
7,a/n,tag9
4,ax.25,tag3
16,argus (deprecated),tag3
3,srp,tag3
13,ptp,tag1
17,sdrp,tag9
17,larp,tag3
7,mux,tag8
18,gmtp,tag1
10,uti,tag1
8,ddx,tag8
7,hopopt,tag7
13,trunk-2,tag8
5,skip,tag7
0,merit-inp,tag4
6,manet,tag2
19,ipv6-frag,tag6
8,xns-idp,tag1
14,sat-mon,tag3
0,cphb,tag10
17,iplt,tag3
17,rsvp,tag7
11,merit-inp,tag10
9,cphb,tag3
11,wesp,tag9
2,a/n,tag2
3,pnni,tag9
4,rvd,tag2
7,pvp,tag2
18,fire,tag8
9,swipe (deprecated),tag6
18,ipv4,tag8
15,trunk-2,tag3
10,iso-tp4,tag5
18,mfe-nsp,tag10
19,pgm,tag5
13,crudp,tag3
5,pipe,tag7
2,vines,tag2
16,mpls-in-ip,tag5
12,igmp,tag4
14,snp,tag3
1,ipv6-frag,tag2
12,ipv6-route,tag5
16,crudp,tag9
9,iplt,tag4
9,mfe-nsp,tag4
9,iso-tp4,tag8
5,cbt,tag10
15,tcf,tag7
8,wsn,tag3
1,bbn-rcc-mon,tag4
0,pgm,tag3
8,nvp-ii,tag1
0,ospfigp,tag3
0,snp,tag7
9,tlsp,tag9
4,ipv6-icmp,tag1
7,scc-sp,tag9
6,idpr-cmtp,tag3
13,ptp,tag7
2,iso-ip,tag7
0,scc-sp,tag1
1,ipcv,tag10
11,compaq-peer,tag9
16,sat-mon,tag7
14,a/n,tag10
0,secure-vmtp,tag8
6,ippc,tag7
14,nsfnet-igp,tag9
15,xnet,tag5
8,rsvp-e2e-ignore,tag5
13,trunk-2,tag2
0,ipv6-nonxt,tag4
15,hmp,tag2
12,scc-sp,tag4
10,larp,tag10
10,sat-expak,tag4
15,cbt,tag3
16,xns-idp,tag9
9,larp,tag6
14,br-sat-mon,tag3
11,rsvp-e2e-ignore,tag2
18,ipv6-nonxt,tag7
19,rsvp-e2e-ignore,tag7
4,irtp,tag7
0,narp,tag1
3,larp,tag9
10,tcf,tag9
0,compaq-peer,tag10
15,bna,tag7
16,hip,tag7
2,nsh,tag9
8,ipv4,tag1
18,l2tp,tag8
16,sprite-rpc,tag6
15,l2tp,tag3
19,hmp,tag6
10,tcp,tag3
15,visa,tag5
6,compaq-peer,tag7
17,ospfigp,tag5
7,gre,tag3
2,bbn-rcc-mon,tag9
14,ah,tag4
3,ospfigp,tag7
12,scc-sp,tag5
13,visa,tag10
7,secure-vmtp,tag1
12,trunk-2,tag10
19,scc-sp,tag9
13,ipcv,tag10
3,aggfrag,tag3
10,gmtp,tag9
0,sps,tag2
13,scps,tag5
17,scps,tag6
18,il,tag2
11,vrrp,tag4
17,idpr,tag6
7,snp,tag9
19,pnni,tag8
19,ipv6-opts,tag1
15,iso-ip,tag7
0,nsfnet-igp,tag8
9,shim6,tag6
17,tcp,tag8
14,etherip,tag6
12,tcp,tag8
2,netblt,tag9
6,irtp,tag5
9,wb-expak,tag9
14,gre,tag4
13,aris,tag8
3,encap,tag8
3,wb-mon,tag8
17,ah,tag1
9,ippc,tag7
13,br-sat-mon,tag6
17,l2tp,tag5
1,mtp,tag8
16,bbn-rcc-mon,tag9
14,dsr,tag4
16,sat-expak,tag7
6,rdp,tag2
7,crudp,tag6
0,rdp,tag1
1,sscopmce,tag8
18,merit-inp,tag7
1,dccp,tag10
5,sdrp,tag10
17,il,tag3
14,rsvp-e2e-ignore,tag4
1,sat-mon,tag9
17,scps,tag1
3,tlsp,tag6
8,ethernet,tag2
9,sps,tag1
3,xnet,tag7
15,cpnx,tag5
18,hip,tag2
14,etherip,tag8
8,trunk-2,tag9
12,igmp,tag9
7,nsfnet-igp,tag10
9,xtp,tag1
18,esp,tag2
18,udplite,tag6
4,mux,tag5
19,mux,tag7
17,hmp,tag3
17,tp++,tag1
15,ipv6-icmp,tag4
7,pgm,tag3
7,idpr,tag1
19,manet,tag7
7,iplt,tag8
14,visa,tag10
11,ipx-in-ip,tag8
11,cpnx,tag6
18,aggfrag,tag8
19,udplite,tag9
19,isis over ipv4,tag10
0,ipx-in-ip,tag6
10,xnet,tag4
6,cphb,tag6
3,gmtp,tag6
6,ippc,tag2
0,xnet,tag2
13,rdp,tag2
13,sun-nd,tag3
6,chaos,tag7
2,wb-mon,tag9
4,ipcv,tag9
17,ipv6-route,tag10
5,3pc,tag7
16,cphb,tag1
14,il,tag5
14,idpr-cmtp,tag5
1,visa,tag10
12,kryptolan,tag2
0,ipcomp,tag2
6,sscopmce,tag1
14,mfe-nsp,tag9
17,ipv6,tag3
4,pgm,tag6
11,prm,tag4
11,gmtp,tag1
0,wesp,tag9
0,iso-tp4,tag9
9,sctp,tag10
0,bbn-rcc-mon,tag1
13,fire,tag5
0,pnni,tag2
4,ifmp,tag1
11,encap,tag5
13,icmp,tag4
15,mux,tag9
14,min-ipv4,tag6
0,aris,tag10
18,emcon,tag7
16,fire,tag10
13,netblt,tag7
12,idrp,tag1
11,sprite-rpc,tag1
1,sprite-rpc,tag9
0,pvp,tag7
14,ggp,tag3
6,rsvp-e2e-ignore,tag7
17,idpr-cmtp,tag10
8,eigrp,tag1
8,tcp,tag7
4,sscopmce,tag7
3,rsvp-e2e-ignore,tag10
19,ipcomp,tag8
18,sun-nd,tag7
2,udp,tag8
13,narp,tag8
11,ggp,tag8
5,crtp,tag1
13,wsn,tag5
19,sdrp,tag9
18,sdrp,tag4
3,iso-tp4,tag3
15,sctp,tag3
8,sps,tag10
13,scps,tag9
7,sdrp,tag8
1,st,tag9
0,xnet,tag9
11,xnet,tag5
13,l2tp,tag7
2,xns-idp,tag7
19,crtp,tag4
5,manet,tag8
14,emcon,tag6
17,dccp,tag7
11,pnni,tag4
19,igmp,tag3
12,cftp,tag8
2,sps,tag10
15,wb-expak,tag4
12,vrrp,tag7
13,srp,tag8
0,manet,tag6
7,cftp,tag3
11,trunk-2,tag9
17,br-sat-mon,tag7
4,crtp,tag7
8,br-sat-mon,tag1
16,ethernet,tag6
11,dcn-meas,tag6
7,st,tag4
3,argus (deprecated),tag10
12,3pc,tag3
7,ggp,tag1
9,srp,tag4
10,encap,tag2
18,fc,tag10
17,prm,tag5
4,ah,tag8
16,wsn,tag7
0,wb-mon,tag6
1,shim6,tag4
14,vmtp,tag10
12,br-sat-mon,tag9
4,bna,tag9
4,icmp,tag2
13,uti,tag2
4,ipv6,tag3
3,br-sat-mon,tag2
0,netblt,tag5
5,egp,tag3
19,emcon,tag1
14,scps,tag8
19,nsh,tag3
19,idpr-cmtp,tag5
9,ipv6-opts,tag2
10,cphb,tag5
6,smp,tag1
13,nsfnet-igp,tag7
11,uti,tag9
19,crtp,tag9
3,manet,tag10
19,wb-expak,tag1
16,tp++,tag4
3,cpnx,tag1
1,ipv6,tag5
13,compaq-peer,tag2
16,larp,tag3
19,sps,tag9
18,ipv6,tag10
13,dccp,tag1
4,qnx,tag4
6,larp,tag8
7,leaf-2,tag4
10,sctp,tag9
12,ospfigp,tag8
12,mobility header,tag1
14,icmp,tag4
0,etherip,tag10
7,secure-vmtp,tag9
19,hip,tag10
0,stp,tag9
3,nsh,tag4
7,esp,tag8
9,3pc,tag8
16,wb-expak,tag7
16,nvp-ii,tag8
3,ddx,tag6
15,l2tp,tag8
17,ggp,tag7
3,leaf-2,tag5
5,dsr,tag1
6,irtp,tag3
15,pnni,tag9
2,ggp,tag10
2,ospfigp,tag3
13,idpr,tag4
17,sctp,tag2
7,udplite,tag4
7,xns-idp,tag8
15,a/n,tag6
1,egp,tag5
8,a/n,tag5
0,iatp,tag2
7,gre,tag7
8,udp,tag6
7,uti,tag8
9,udplite,tag5
13,sdrp,tag4
2,cbt,tag4
8,wb-expak,tag6
10,ggp,tag3
0,hip,tag9
18,i-nlsp,tag1
2,qnx,tag4
2,srp,tag2
7,pup,tag3
7,ipcv,tag3
11,narp,tag1
9,xtp,tag9
16,fc,tag5
15,nsfnet-igp,tag7
12,ipv6,tag3
13,ipv6-route,tag5
6,cphb,tag3
3,skip,tag3
8,iso-ip,tag4
12,crudp,tag6
9,xns-idp,tag9
19,ospfigp,tag9
0,vrrp,tag5
3,eigrp,tag1
0,pim,tag8
12,hopopt,tag9
6,argus (deprecated),tag6
6,trunk-1,tag6
9,etherip,tag3
11,igp,tag10
6,encap,tag1
16,snp,tag9
14,sat-expak,tag10
14,netblt,tag6
3,vines,tag9
17,gmtp,tag4
16,leaf-2,tag10
16,uti,tag6
10,wsn,tag10
2,sprite-rpc,tag9
17,hmp,tag8
9,sun-nd,tag6
12,br-sat-mon,tag3
2,pgm,tag3
2,l2tp,tag1
2,mux,tag4
19,gmtp,tag3
10,udplite,tag7
13,xtp,tag9
3,igmp,tag6
19,sun-nd,tag3
4,fire,tag7
9,egp,tag10
4,argus (deprecated),tag2
11,visa,tag7
9,ax.25,tag5
5,isis over ipv4,tag2
17,netblt,tag6
10,ipcomp,tag5
5,nsfnet-igp,tag9
4,rdp,tag10
19,tlsp,tag4
8,vines,tag9
18,encap,tag5
14,l2tp,tag6
18,fc,tag4
15,scps,tag1
16,min-ipv4,tag4
5,iso-ip,tag9
1,3pc,tag7
18,iplt,tag6
12,ethernet,tag4
17,tlsp,tag2
0,ptp,tag4
11,eigrp,tag3
6,secure-vmtp,tag8
14,ipv6-icmp,tag3
10,igp,tag8
12,vrrp,tag2
6,aggfrag,tag9
9,iplt,tag6
8,merit-inp,tag2
17,ifmp,tag3
9,crudp,tag2
16,rvd,tag9
19,ipv6-opts,tag9
1,iptm,tag6
19,i-nlsp,tag8
2,scps,tag6
11,skip,tag6
11,i-nlsp,tag1
15,sat-mon,tag8
10,a/n,tag1
3,scps,tag5
11,igp,tag1
13,min-ipv4,tag3
12,trunk-1,tag5
18,idpr-cmtp,tag8
10,secure-vmtp,tag10
13,mux,tag9
17,i-nlsp,tag4
11,trunk-1,tag4
5,larp,tag1
7,netblt,tag5
2,srp,tag10
14,iso-tp4,tag5
11,narp,tag9
0,rsvp-e2e-ignore,tag1
8,hopopt,tag6
13,chaos,tag2
10,sat-mon,tag3
18,hmp,tag4
6,crudp,tag4
7,pgm,tag1
10,rohc,tag1
8,trunk-2,tag3
4,vrrp,tag4
14,ipv6-opts,tag10
8,aggfrag,tag1
17,ipv4,tag10
3,swipe (deprecated),tag6
10,ipv6-icmp,tag7
14,l2tp,tag3
18,xns-idp,tag8
11,idrp,tag1
1,iatp,tag9
15,sat-mon,tag5
7,iatp,tag9
13,ifmp,tag10
10,bna,tag9
11,etherip,tag2
15,swipe (deprecated),tag5
5,mobility header,tag7
3,vmtp,tag3
13,l2tp,tag1
7,gre,tag10
8,mux,tag10
5,dsr,tag5
1,ipx-in-ip,tag3
1,xnet,tag10
6,shim6,tag7
13,wb-expak,tag2
14,sdrp,tag1
3,ippc,tag8
13,mobility header,tag4
2,egp,tag9
8,sprite-rpc,tag6
7,micp (deprecated),tag8
9,ggp,tag8
13,mfe-nsp,tag2
11,sat-mon,tag6
19,sctp,tag5
10,gmtp,tag4
1,ddx,tag4
11,xns-idp,tag8
16,leaf-1,tag9
9,stp,tag6
10,dsr,tag6
2,idpr,tag5
11,sdrp,tag9
4,ifmp,tag6
11,ifmp,tag4
0,3pc,tag8
8,dgp,tag1
1,tlsp,tag8
8,rsvp-e2e-ignore,tag8
4,leaf-2,tag10
11,pipe,tag5
19,larp,tag3
14,ospfigp,tag9
13,ipcomp,tag2
7,pipe,tag1
0,mfe-nsp,tag5
16,ipv6-opts,tag6
8,nvp-ii,tag9
12,emcon,tag1
17,vmtp,tag8
14,gmtp,tag1
1,cpnx,tag6
13,udplite,tag5
5,smp,tag6
15,pnni,tag4
19,ipv6-opts,tag5
3,srp,tag9
16,srp,tag9
15,udp,tag10
3,tp++,tag10
10,encap,tag9
18,sscopmce,tag9
4,scps,tag10
8,min-ipv4,tag2
13,swipe (deprecated),tag4
3,vines,tag3
12,dccp,tag7
9,iptm,tag4
4,rvd,tag9
14,merit-inp,tag7
12,i-nlsp,tag9
13,kryptolan,tag6
12,iatp,tag4
9,scc-sp,tag8
18,dcn-meas,tag1
12,igp,tag2
13,udp,tag10
12,xnet,tag3
13,xtp,tag10
17,sctp,tag9
12,udp,tag5
9,mpls-in-ip,tag3
4,wb-mon,tag5
10,dgp,tag1
3,wb-expak,tag8
6,uti,tag8
18,min-ipv4,tag10
16,cftp,tag2
5,dcn-meas,tag2
8,mfe-nsp,tag5
8,bbn-rcc-mon,tag5
7,xns-idp,tag6
19,idpr-cmtp,tag6
14,leaf-2,tag2
2,iptm,tag2
11,wesp,tag10
9,ipcv,tag3
7,iplt,tag3
8,sat-mon,tag2
9,compaq-peer,tag2
11,sm (deprecated),tag9
19,mpls-in-ip,tag6
2,dcn-meas,tag8
13,vrrp,tag7
1,stp,tag8
17,aggfrag,tag8
10,esp,tag4
11,larp,tag9
8,iplt,tag9
19,cpnx,tag5
3,iso-ip,tag10
10,egp,tag6
11,trunk-2,tag1
12,merit-inp,tag1
2,sps,tag8
7,iatp,tag10
2,sun-nd,tag1
10,dsr,tag5
11,swipe (deprecated),tag10
17,irtp,tag6
12,nvp-ii,tag7
11,ddp,tag1
18,scc-sp,tag8
6,manet,tag5
15,rsvp-e2e-ignore,tag4
6,visa,tag6
15,esp,tag4
15,idpr,tag6
9,swipe (deprecated),tag1
17,ipv6-icmp,tag10
11,br-sat-mon,tag9
12,sun-nd,tag6
0,3pc,tag5
1,ipcv,tag6
9,mobility header,tag8
14,netblt,tag10
5,l2tp,tag4
17,hopopt,tag9
14,isis over ipv4,tag3
18,dgp,tag8
16,ddx,tag1
14,fire,tag1
19,min-ipv4,tag3
2,nsfnet-igp,tag2
17,vines,tag5
17,ipv6-frag,tag10
6,mpls-in-ip,tag3
6,sctp,tag9
16,br-sat-mon,tag3
7,egp,tag10
6,wb-expak,tag7
0,trunk-2,tag7
2,cpnx,tag10
15,cbt,tag7
